"dim_browser" "dim_deviceCategory" "sessions" "transactions" "QTY" "dim_year" "dim_month"
"2584" "Firefox" "mobile" 5 0 0 2012 11
"2585" "osee2unifiedRelease" "mobile" 4 0 0 2012 11
"2586" "Edge" "mobile" 2 0 0 2012 11
"2587" "osee2unifiedRelease" "tablet" 2 0 0 2012 11
"2588" "Opera" "tablet" 1 0 0 2012 11
"2589" "YaBrowser" "desktop" 0 0 0 2012 11
"2590" "Safari" "desktop" 5094 217 540 2012 11
"2591" "Chrome" "mobile" 4148 36 74 2012 11
"2592" "Chrome" "desktop" 3262 50 110 2012 11
"2593" "Safari (in-app)" "tablet" 1837 6 7 2012 11
"2594" "Firefox" "desktop" 1425 37 48 2012 11
"2595" "Edge" "desktop" 948 35 44 2012 11
"2596" "Safari (in-app)" "mobile" 940 7 1 2012 11
"2597" "Internet Explorer" "mobile" 205 4 6 2012 11
"2598" "Samsung Internet" "mobile" 125 0 0 2012 11
"2599" "Android Webview" "tablet" 63 0 0 2012 11
"2600" "Opera" "desktop" 26 0 0 2012 11
"2601" "Samsung Internet" "tablet" 15 0 0 2012 11
"2602" "Firefox" "mobile" 11 0 0 2012 11
"2603" "BlackBerry" "mobile" 8 1 0 2012 11
"2604" "Android Browser" "mobile" 7 0 0 2012 11
"2605" "Opera" "mobile" 5 0 0 2012 11
"2606" "Edge" "mobile" 3 0 0 2012 11
"2607" "SeaMonkey" "desktop" 3 0 2 2012 11
"2608" "YaBrowser" "mobile" 3 0 0 2012 11
"2609" "Edge" "tablet" 2 0 0 2012 11
"2610" "error" "desktop" 2 0 0 2012 11
"2611" "Opera Mini" "mobile" 2 0 0 2012 11
"2612" "Amazon Silk" "mobile" 1 0 0 2012 11
"2613" "MRCHROME" "desktop" 1 0 0 2012 11
"2614" "Safari" "desktop" 5783 192 327 2012 11
"2615" "Chrome" "tablet" 502 9 23 2012 11
"2616" "Safari (in-app)" "tablet" 456 1 6 2012 11
"2617" "Android Webview" "mobile" 398 0 0 2012 11
"2618" "Amazon Silk" "tablet" 155 4 4 2012 11
"2619" "Internet Explorer" "tablet" 83 0 0 2012 11
"2620" "Firefox" "mobile" 39 0 0 2012 11
"2621" "Samsung Internet" "tablet" 15 0 0 2012 11
"2622" "Android Browser" "mobile" 13 0 0 2012 11
"2623" "Opera" "desktop" 12 0 0 2012 11
"2624" "Edge" "mobile" 8 0 0 2012 11
"2625" "BlackBerry" "mobile" 6 0 0 2012 11
"2626" "Internet Explorer" "mobile" 4 0 0 2012 11
"2627" "UC Browser" "mobile" 3 0 0 2012 11
"2628" "Maxthon" "desktop" 2 0 0 2012 11
"2629" "osee2unifiedRelease" "mobile" 2 0 0 2012 11
"2630" "(not set)" "mobile" 1 0 0 2012 11
"2631" "Opera Mini" "mobile" 1 0 0 2012 11
"2632" "Android Browser" "tablet" 0 0 0 2012 11
"2633" "error" "desktop" 0 0 0 2012 11
"2634" "Mozilla" "mobile" 0 0 0 2012 11
"2635" "Mozilla Compatible Agent" "desktop" 0 0 0 2012 11
"2636" "Safari" "desktop" 10611 580 1103 2012 11
"2637" "Safari" "tablet" 7651 274 500 2012 11
"2638" "Firefox" "desktop" 2192 63 121 2012 11
"2639" "Internet Explorer" "desktop" 1706 37 2 2012 11
"2640" "Chrome" "mobile" 816 6 16 2012 11
"2641" "Safari (in-app)" "tablet" 758 7 6 2012 11
"2642" "Chrome" "tablet" 258 7 12 2012 11
"2643" "Internet Explorer" "tablet" 68 2 0 2012 11
"2644" "Amazon Silk" "tablet" 59 0 0 2012 11
"2645" "Android Webview" "tablet" 57 0 0 2012 11
"2646" "Firefox" "mobile" 20 0 0 2012 11
"2647" "error" "desktop" 8 0 0 2012 11
"2648" "Samsung Internet" "tablet" 6 0 0 2012 11
"2649" "Android Browser" "mobile" 3 0 0 2012 11
"2650" "Opera" "mobile" 3 0 0 2012 11
"2651" "(not set)" "mobile" 2 0 0 2012 11
"2652" "SeaMonkey" "desktop" 2 0 0 2012 11
"2653" "Edge" "mobile" 1 0 0 2012 11
"2654" "Firefox" "tablet" 1 0 0 2012 11
"2655" "Puffin" "mobile" 1 0 0 2012 11
"2656" "UC Browser" "mobile" 1 0 0 2012 11
"2657" "Safari" "desktop" 3922 194 420 2012 11
"2658" "Chrome" "desktop" 3122 65 139 2012 11
"2659" "Chrome" "mobile" 1317 20 52 2012 11
"2660" "Firefox" "desktop" 898 30 50 2012 11
"2661" "Chrome" "tablet" 738 20 49 2012 11
"2662" "Safari (in-app)" "mobile" 606 2 1 2012 11
"2663" "Internet Explorer" "tablet" 335 5 0 2012 11
"2664" "Samsung Internet" "mobile" 151 0 0 2012 11
"2665" "Internet Explorer" "mobile" 94 4 8 2012 11
"2666" "Safari (in-app)" "tablet" 90 0 0 2012 11
"2667" "Android Webview" "mobile" 88 0 0 2012 11
"2668" "Android Browser" "mobile" 30 0 0 2012 11
"2669" "Edge" "tablet" 7 1 1 2012 11
"2670" "error" "desktop" 4 0 0 2012 11
"2671" "Mozilla Compatible Agent" "desktop" 3 0 0 2012 11
"2672" "Firefox" "tablet" 1 0 0 2012 11
"2673" "Opera" "tablet" 1 0 0 2012 11
"2674" "SeaMonkey" "desktop" 1 0 0 2012 11
"2675" "BlackBerry" "mobile" 0 0 0 2012 11
"2676" "Edge" "mobile" 0 0 0 2012 11
"2677" "UC Browser" "mobile" 0 0 0 2012 11
"2678" "YaBrowser" "desktop" 0 0 0 2012 11
"2679" "Chrome" "desktop" 9457 201 323 2012 11
"2680" "Safari" "mobile" 3490 40 52 2012 11
"2681" "Internet Explorer" "desktop" 1509 66 88 2012 11
"2682" "Edge" "desktop" 354 5 3 2012 11
"2683" "Safari (in-app)" "mobile" 262 0 0 2012 11
"2684" "Firefox" "mobile" 31 0 1 2012 11
"2685" "Opera" "desktop" 18 0 3 2012 11
"2686" "Android Webview" "tablet" 9 0 0 2012 11
"2687" "error" "desktop" 7 0 0 2012 11
"2688" "Internet Explorer" "mobile" 5 0 0 2012 11
"2689" "Android Browser" "mobile" 4 0 0 2012 11
"2690" "Edge" "mobile" 4 0 0 2012 11
"2691" "Edge" "tablet" 4 0 0 2012 11
"2692" "SeaMonkey" "desktop" 3 0 0 2012 11
"2693" "Android Browser" "tablet" 2 0 0 2012 11
"2694" "BlackBerry" "mobile" 2 0 0 2012 11
"2695" "Mozilla Compatible Agent" "desktop" 2 0 0 2012 11
"2696" "(not set)" "mobile" 1 0 0 2012 11
"2697" "osee2unifiedRelease" "mobile" 1 0 0 2012 11
"2698" "Maxthon" "desktop" 0 0 0 2012 11
"2699" "Safari" "desktop" 10814 303 565 2012 11
"2700" "Chrome" "desktop" 4877 125 317 2012 11
"2701" "Safari" "mobile" 4703 82 152 2012 11
"2702" "Firefox" "desktop" 2160 61 95 2012 11
"2703" "Internet Explorer" "desktop" 793 44 48 2012 11
"2704" "Safari (in-app)" "mobile" 563 0 0 2012 11
"2705" "Safari (in-app)" "tablet" 484 0 0 2012 11
"2706" "Amazon Silk" "tablet" 366 2 3 2012 11
"2707" "Chrome" "tablet" 203 0 0 2012 11
"2708" "Android Webview" "mobile" 193 0 0 2012 11
"2709" "Internet Explorer" "tablet" 97 8 0 2012 11
"2710" "Edge" "mobile" 10 0 0 2012 11
"2711" "Samsung Internet" "tablet" 8 0 0 2012 11
"2712" "Android Browser" "tablet" 7 0 0 2012 11
"2713" "SeaMonkey" "desktop" 3 0 0 2012 11
"2714" "error" "desktop" 1 0 0 2012 11
"2715" "Maxthon" "desktop" 1 0 0 2012 11
"2716" "osee2unifiedRelease" "mobile" 1 0 0 2012 11
"2717" "Edge" "tablet" 0 0 0 2012 11
"2718" "Truefitbot" "desktop" 0 0 0 2012 11
"2719" "UC Browser" "mobile" 0 0 0 2012 11
"2720" "YaBrowser" "desktop" 0 0 0 2012 11
"2721" "Safari" "desktop" 8691 497 1110 2012 11
"2722" "Chrome" "desktop" 7152 103 207 2012 11
"2723" "Firefox" "desktop" 2490 49 89 2012 11
"2724" "Chrome" "mobile" 2115 21 28 2012 11
"2725" "Internet Explorer" "desktop" 1779 38 82 2012 11
"2726" "Safari (in-app)" "mobile" 1501 2 3 2012 11
"2727" "Edge" "desktop" 1042 22 28 2012 11
"2728" "Samsung Internet" "mobile" 303 0 0 2012 11
"2729" "Amazon Silk" "tablet" 283 6 8 2012 11
"2730" "Android Webview" "mobile" 268 0 0 2012 11
"2731" "Opera" "desktop" 49 2 4 2012 11
"2732" "Android Webview" "tablet" 35 1 2 2012 11
"2733" "Firefox" "mobile" 20 0 0 2012 11
"2734" "error" "desktop" 6 0 0 2012 11
"2735" "Android Browser" "mobile" 5 0 0 2012 11
"2736" "Internet Explorer" "mobile" 4 0 0 2012 11
"2737" "YaBrowser" "desktop" 4 0 0 2012 11
"2738" "BlackBerry" "mobile" 2 0 0 2012 11
"2739" "Opera Mini" "mobile" 1 0 0 2012 11
"2740" "Maxthon" "desktop" 0 0 0 2012 11
"2741" "osee2unifiedRelease" "mobile" 0 0 0 2012 11
"2742" "Safari" "desktop" 5322 180 348 2012 11
"2743" "Internet Explorer" "desktop" 2966 92 41 2012 11
"2744" "Firefox" "desktop" 2108 99 173 2012 11
"2745" "Safari (in-app)" "mobile" 1822 9 18 2012 11
"2746" "Edge" "desktop" 1359 35 76 2012 11
"2747" "Chrome" "mobile" 1057 16 21 2012 11
"2748" "Android Webview" "mobile" 403 5 2 2012 11
"2749" "Samsung Internet" "mobile" 373 1 2 2012 11
"2750" "Amazon Silk" "tablet" 238 5 7 2012 11
"2751" "Internet Explorer" "mobile" 154 6 6 2012 11
"2752" "Opera" "desktop" 57 0 0 2012 11
"2753" "BlackBerry" "mobile" 7 0 0 2012 11
"2754" "Android Webview" "tablet" 3 0 1 2012 11
"2755" "Edge" "mobile" 2 0 0 2012 11
"2756" "Coc Coc" "desktop" 1 0 0 2012 11
"2757" "error" "desktop" 1 0 0 2012 11
"2758" "Puffin" "desktop" 1 0 0 2012 11
"2759" "(not set)" "mobile" 0 0 0 2012 11
"2760" "Iron" "mobile" 0 0 0 2012 11
"2761" "Mozilla Compatible Agent" "desktop" 0 0 0 2012 11
"2762" "osee2unifiedRelease" "mobile" 0 0 0 2012 11
"2763" "YaBrowser" "tablet" 0 0 0 2012 11
"2764" "Safari" "mobile" 16147 55 84 2012 11
"2765" "Firefox" "desktop" 5302 310 611 2012 11
"2766" "Chrome" "mobile" 2364 7 16 2012 11
"2767" "Safari (in-app)" "tablet" 1738 41 39 2012 11
"2768" "Internet Explorer" "desktop" 705 23 0 2012 11
"2769" "Android Webview" "mobile" 432 2 5 2012 11
"2770" "Samsung Internet" "mobile" 140 0 1 2012 11
"2771" "Amazon Silk" "tablet" 71 1 3 2012 11
"2772" "Android Browser" "tablet" 25 0 0 2012 11
"2773" "Android Browser" "mobile" 24 0 0 2012 11
"2774" "Firefox" "mobile" 20 0 0 2012 11
"2775" "Opera Mini" "mobile" 8 0 0 2012 11
"2776" "error" "desktop" 4 0 0 2012 11
"2777" "Mozilla" "desktop" 4 0 0 2012 11
"2778" "Safari" "mobile" 3735 41 87 2012 11
"2779" "Safari" "desktop" 2835 85 157 2012 11
"2780" "Firefox" "desktop" 2388 85 160 2012 11
"2781" "Safari (in-app)" "tablet" 1264 1 0 2012 11
"2782" "Internet Explorer" "desktop" 897 40 22 2012 11
"2783" "Chrome" "mobile" 712 3 10 2012 11
"2784" "Internet Explorer" "tablet" 71 8 10 2012 11
"2785" "Android Webview" "tablet" 38 0 0 2012 11
"2786" "Android Browser" "mobile" 8 0 0 2012 11
"2787" "error" "desktop" 7 0 0 2012 11
"2788" "Firefox" "mobile" 3 0 0 2012 11
"2789" "Opera" "desktop" 3 0 0 2012 11
"2790" "BlackBerry" "mobile" 2 0 0 2012 11
"2791" "Coc Coc" "desktop" 2 0 0 2012 11
"2792" "Mozilla" "desktop" 2 0 0 2012 11
"2793" "Internet Explorer" "mobile" 1 0 0 2012 11
"2794" "Maxthon" "desktop" 0 0 0 2012 11
"2795" "Safari" "mobile" 10912 137 215 2012 11
"2796" "Safari" "desktop" 2490 62 83 2012 11
"2797" "Internet Explorer" "desktop" 1439 49 86 2012 11
"2798" "Android Webview" "mobile" 821 0 1 2012 11
"2799" "Safari (in-app)" "mobile" 814 6 8 2012 11
"2800" "Chrome" "tablet" 457 10 22 2012 11
"2801" "Samsung Internet" "mobile" 262 2 2 2012 11
"2802" "Internet Explorer" "tablet" 167 17 15 2012 11
"2803" "Amazon Silk" "tablet" 33 0 0 2012 11
"2804" "DESKTOP" "desktop" 29 0 0 2012 11
"2805" "Firefox" "mobile" 28 0 0 2012 11
"2806" "Samsung Internet" "tablet" 16 0 0 2012 11
"2807" "Internet Explorer" "mobile" 9 0 0 2012 11
"2808" "Android Webview" "tablet" 7 0 0 2012 11
"2809" "osee2unifiedRelease" "mobile" 4 0 0 2012 11
"2810" "Opera Mini" "mobile" 3 0 0 2012 11
"2811" "Mozilla Compatible Agent" "desktop" 2 0 0 2012 11
"2812" "Opera" "mobile" 2 0 0 2012 11
"2813" "error" "desktop" 1 0 0 2012 11
"2814" "Mozilla" "desktop" 1 0 0 2012 11
"2815" "UC Browser" "mobile" 1 0 0 2012 11
"2816" "Edge" "mobile" 0 0 0 2012 11
"2817" "Puffin" "desktop" 0 0 0 2012 11
"2818" "Safari" "mobile" 10384 175 264 2012 11
"2819" "Firefox" "desktop" 2642 102 227 2012 11
"2820" "Edge" "desktop" 1938 92 132 2012 11
"2821" "Chrome" "mobile" 1180 20 28 2012 11
"2822" "Android Webview" "mobile" 770 1 4 2012 11
"2823" "Internet Explorer" "desktop" 732 14 46 2012 11
"2824" "Safari (in-app)" "mobile" 662 6 19 2012 11
"2825" "Chrome" "tablet" 240 3 13 2012 11
"2826" "Safari (in-app)" "tablet" 236 3 0 2012 11
"2827" "Samsung Internet" "mobile" 231 2 2 2012 11
"2828" "Firefox" "mobile" 21 0 0 2012 11
"2829" "Android Webview" "tablet" 11 0 0 2012 11
"2830" "error" "desktop" 5 0 0 2012 11
"2831" "Amazon Silk" "mobile" 3 0 0 2012 11
"2832" "Android Browser" "mobile" 3 0 0 2012 11
"2833" "BlackBerry" "mobile" 2 0 0 2012 11
"2834" "Maxthon" "desktop" 2 0 0 2012 11
"2835" "SeaMonkey" "desktop" 2 0 2 2012 11
"2836" "Firefox" "tablet" 1 0 0 2012 11
"2837" "Opera" "mobile" 1 0 0 2012 11
"2838" "Opera Mini" "mobile" 0 0 0 2012 11
"2839" "UC Browser" "mobile" 0 0 0 2012 11
"2840" "Chrome" "desktop" 2453 51 83 2012 11
"2841" "Firefox" "desktop" 2435 68 110 2012 11
"2842" "Safari (in-app)" "tablet" 1593 5 5 2012 11
"2843" "Edge" "desktop" 896 15 37 2012 11
"2844" "Samsung Internet" "mobile" 416 0 0 2012 11
"2845" "Chrome" "tablet" 394 12 27 2012 11
"2846" "Android Webview" "mobile" 264 0 0 2012 11
"2847" "Opera" "desktop" 25 0 2 2012 11
"2848" "Mozilla Compatible Agent" "desktop" 23 0 0 2012 11
"2849" "Samsung Internet" "tablet" 22 0 0 2012 11
"2850" "Edge" "mobile" 15 0 0 2012 11
"2851" "error" "desktop" 7 0 0 2012 11
"2852" "BlackBerry" "mobile" 6 0 0 2012 11
"2853" "Coc Coc" "desktop" 2 0 0 2012 11
"2854" "Maxthon" "desktop" 2 0 0 2012 11
"2855" "Opera" "tablet" 1 0 0 2012 11
"2856" "(not set)" "tablet" 0 0 0 2012 11
"2857" "Opera" "mobile" 0 0 0 2012 11
"2858" "Safari" "tablet" 8017 343 543 2012 11
"2859" "Chrome" "desktop" 4163 188 312 2012 11
"2860" "Safari" "mobile" 3880 50 107 2012 11
"2861" "Internet Explorer" "desktop" 1451 21 70 2012 11
"2862" "Firefox" "desktop" 866 59 72 2012 11
"2863" "Samsung Internet" "mobile" 321 4 4 2012 11
"2864" "Chrome" "tablet" 219 7 21 2012 11
"2865" "Android Browser" "mobile" 40 0 0 2012 11
"2866" "Amazon Silk" "mobile" 9 0 0 2012 11
"2867" "Opera" "mobile" 8 0 0 2012 11
"2868" "error" "desktop" 7 0 0 2012 11
"2869" "Edge" "tablet" 3 0 0 2012 11
"2870" "Mozilla" "desktop" 3 0 0 2012 11
"2871" "BlackBerry" "mobile" 2 0 0 2012 11
"2872" "Edge" "mobile" 2 0 0 2012 11
"2873" "Internet Explorer" "mobile" 2 0 0 2012 11
"2874" "YaBrowser" "desktop" 2 0 0 2012 11
"2875" "Firefox" "tablet" 1 0 0 2012 11
"2876" "Opera Mini" "mobile" 1 0 0 2012 11
"2877" "Safari (in-app)" "desktop" 0 0 0 2012 11
"2878" "Safari" "tablet" 17072 500 877 2012 11
"2879" "Safari" "mobile" 9079 106 215 2012 11
"2880" "Safari" "desktop" 2051 65 104 2012 11
"2881" "Chrome" "mobile" 1405 6 12 2012 11
"2882" "Edge" "desktop" 1388 30 60 2012 11
"2883" "Safari (in-app)" "mobile" 762 8 3 2012 11
"2884" "Internet Explorer" "desktop" 707 17 0 2012 11
"2885" "Chrome" "tablet" 380 4 22 2012 11
"2886" "Android Webview" "tablet" 103 2 0 2012 11
"2887" "Firefox" "mobile" 32 0 0 2012 11
"2888" "Android Browser" "mobile" 12 0 0 2012 11
"2889" "Internet Explorer" "tablet" 8 0 1 2012 11
"2890" "error" "desktop" 7 0 0 2012 11
"2891" "Mozilla" "desktop" 4 0 0 2012 11
"2892" "SeaMonkey" "desktop" 4 0 0 2012 11
"2893" "Opera Mini" "mobile" 3 0 0 2012 11
"2894" "Maxthon" "desktop" 0 0 0 2012 11
"2895" "Safari" "tablet" 12501 218 368 2012 11
"2896" "Safari" "mobile" 7302 91 135 2012 11
"2897" "Safari" "desktop" 4551 116 208 2012 11
"2898" "Safari (in-app)" "tablet" 2478 18 13 2012 11
"2899" "Edge" "desktop" 2426 105 166 2012 11
"2900" "Chrome" "mobile" 1134 18 33 2012 11
"2901" "Internet Explorer" "desktop" 979 37 1 2012 11
"2902" "Firefox" "desktop" 769 32 62 2012 11
"2903" "Samsung Internet" "mobile" 380 1 3 2012 11
"2904" "Internet Explorer" "tablet" 241 12 34 2012 11
"2905" "Samsung Internet" "tablet" 22 0 0 2012 11
"2906" "Maxthon" "desktop" 8 0 0 2012 11
"2907" "SeaMonkey" "desktop" 8 0 0 2012 11
"2908" "Android Browser" "mobile" 6 0 0 2012 11
"2909" "BlackBerry" "mobile" 6 0 0 2012 11
"2910" "Firefox" "mobile" 6 0 0 2012 11
"2911" "error" "desktop" 3 0 0 2012 11
"2912" "Iron" "mobile" 0 0 0 2012 11
"2913" "Chrome" "desktop" 8652 347 611 2012 11
"2914" "Chrome" "mobile" 3127 19 19 2012 11
"2915" "Internet Explorer" "desktop" 1696 36 77 2012 11
"2916" "Firefox" "desktop" 963 24 41 2012 11
"2917" "Safari (in-app)" "tablet" 625 3 1 2012 11
"2918" "Android Webview" "mobile" 576 0 0 2012 11
"2919" "Safari (in-app)" "mobile" 522 3 5 2012 11
"2920" "Internet Explorer" "tablet" 248 6 0 2012 11
"2921" "Samsung Internet" "mobile" 141 0 0 2012 11
"2922" "Internet Explorer" "mobile" 39 0 0 2012 11
"2923" "Firefox" "mobile" 37 0 0 2012 11
"2924" "Samsung Internet" "tablet" 25 0 0 2012 11
"2925" "Android Webview" "tablet" 14 0 0 2012 11
"2926" "Edge" "mobile" 8 0 0 2012 11
"2927" "error" "desktop" 8 0 0 2012 11
"2928" "Android Browser" "tablet" 5 0 0 2012 11
"2929" "Firefox" "tablet" 1 0 0 2012 11
"2930" "Maxthon" "desktop" 1 0 0 2012 11
"2931" "Puffin" "mobile" 1 0 0 2012 11
"2932" "Opera" "mobile" 0 0 0 2012 11
"2933" "Safari" "tablet" 9600 259 492 2012 12
"2934" "Safari" "desktop" 8379 1167 1786 2012 12
"2935" "Chrome" "desktop" 5601 141 283 2012 12
"2936" "Edge" "desktop" 898 22 35 2012 12
"2937" "Chrome" "mobile" 618 1 2 2012 12
"2938" "Android Webview" "mobile" 269 0 0 2012 12
"2939" "Internet Explorer" "tablet" 251 13 4 2012 12
"2940" "Amazon Silk" "tablet" 55 0 0 2012 12
"2941" "Firefox" "mobile" 24 0 0 2012 12
"2942" "Android Webview" "tablet" 19 0 0 2012 12
"2943" "Amazon Silk" "mobile" 15 0 0 2012 12
"2944" "Edge" "mobile" 11 0 0 2012 12
"2945" "error" "desktop" 9 0 0 2012 12
"2946" "Opera" "desktop" 8 0 0 2012 12
"2947" "BlackBerry" "mobile" 4 0 0 2012 12
"2948" "Internet Explorer" "mobile" 3 0 0 2012 12
"2949" "Job Search" "mobile" 2 0 0 2012 12
"2950" "Maxthon" "desktop" 1 0 1 2012 12
"2951" "Opera" "mobile" 1 0 0 2012 12
"2952" "UC Browser" "mobile" 0 0 0 2012 12
"2953" "Safari" "mobile" 8535 98 145 2012 12
"2954" "Chrome" "desktop" 7951 236 443 2012 12
"2955" "Chrome" "mobile" 1801 23 18 2012 12
"2956" "Safari (in-app)" "tablet" 1027 10 18 2012 12
"2957" "Chrome" "tablet" 939 15 37 2012 12
"2958" "Edge" "desktop" 797 16 23 2012 12
"2959" "Firefox" "desktop" 777 21 47 2012 12
"2960" "Internet Explorer" "mobile" 77 2 5 2012 12
"2961" "Samsung Internet" "tablet" 43 0 0 2012 12
"2962" "Firefox" "mobile" 17 2 2 2012 12
"2963" "Android Webview" "tablet" 9 0 0 2012 12
"2964" "Android Browser" "mobile" 6 0 0 2012 12
"2965" "error" "desktop" 5 0 0 2012 12
"2966" "Android Browser" "tablet" 4 0 0 2012 12
"2967" "BrowserNG" "mobile" 3 0 0 2012 12
"2968" "Samsung Internet" "desktop" 2 0 0 2012 12
"2969" "SeaMonkey" "desktop" 2 0 0 2012 12
"2970" "Iron" "tablet" 1 0 0 2012 12
"2971" "Coc Coc" "desktop" 0 0 0 2012 12
"2972" "Opera Mini" "mobile" 0 0 0 2012 12
"2973" "Safari" "mobile" 13742 182 354 2012 12
"2974" "Safari (in-app)" "mobile" 1616 5 10 2012 12
"2975" "Edge" "desktop" 1539 28 42 2012 12
"2976" "Chrome" "mobile" 1308 10 11 2012 12
"2977" "Internet Explorer" "tablet" 305 11 0 2012 12
"2978" "Chrome" "tablet" 296 8 18 2012 12
"2979" "Samsung Internet" "tablet" 18 0 0 2012 12
"2980" "Android Webview" "tablet" 11 0 0 2012 12
"2981" "Android Browser" "mobile" 10 0 0 2012 12
"2982" "error" "desktop" 8 0 0 2012 12
"2983" "BlackBerry" "mobile" 4 0 0 2012 12
"2984" "Android Browser" "tablet" 3 0 0 2012 12
"2985" "Amazon Silk" "mobile" 2 0 0 2012 12
"2986" "Mozilla Compatible Agent" "desktop" 2 0 0 2012 12
"2987" "Edge" "mobile" 1 0 0 2012 12
"2988" "UC Browser" "mobile" 1 0 0 2012 12
"2989" "Firefox" "tablet" 0 0 0 2012 12
"2990" "Safari" "mobile" 9970 167 308 2012 12
"2991" "Safari" "tablet" 9721 343 532 2012 12
"2992" "Safari" "desktop" 4771 223 389 2012 12
"2993" "Firefox" "desktop" 3472 153 211 2012 12
"2994" "Chrome" "mobile" 1415 9 18 2012 12
"2995" "Edge" "desktop" 747 25 36 2012 12
"2996" "Android Webview" "mobile" 736 0 0 2012 12
"2997" "Internet Explorer" "tablet" 511 15 5 2012 12
"2998" "Chrome" "tablet" 321 5 4 2012 12
"2999" "Safari (in-app)" "tablet" 155 0 0 2012 12
"3000" "Amazon Silk" "tablet" 127 0 11 2012 12
"3001" "BlackBerry" "mobile" 17 0 0 2012 12
"3002" "Puffin" "desktop" 6 0 0 2012 12
"3003" "error" "desktop" 4 0 0 2012 12
"3004" "Amazon Silk" "mobile" 3 0 0 2012 12
"3005" "Edge" "mobile" 3 0 0 2012 12
"3006" "Opera" "tablet" 2 0 0 2012 12
"3007" "Android Browser" "mobile" 1 0 0 2012 12
"3008" "Safari" "tablet" 10013 474 899 2012 12
"3009" "Safari (in-app)" "mobile" 2745 5 10 2012 12
"3010" "Internet Explorer" "desktop" 1286 41 0 2012 12
"3011" "Samsung Internet" "mobile" 606 14 16 2012 12
"3012" "Android Webview" "mobile" 448 1 0 2012 12
"3013" "Amazon Silk" "tablet" 395 1 1 2012 12
"3014" "Internet Explorer" "tablet" 159 1 0 2012 12
"3015" "Opera" "desktop" 22 0 0 2012 12
"3016" "error" "desktop" 10 0 0 2012 12
"3017" "Firefox" "mobile" 9 3 8 2012 12
"3018" "Android Browser" "tablet" 7 0 0 2012 12
"3019" "Internet Explorer" "mobile" 7 0 0 2012 12
"3020" "Amazon Silk" "mobile" 2 0 0 2012 12
"3021" "Opera Mini" "mobile" 2 0 0 2012 12
"3022" "Edge" "mobile" 1 0 0 2012 12
"3023" "IE with Chrome Frame" "mobile" 1 0 0 2012 12
"3024" "Opera" "tablet" 0 0 0 2012 12
"3025" "Chrome" "desktop" 7838 423 753 2012 12
"3026" "Safari" "desktop" 6594 142 323 2012 12
"3027" "Chrome" "mobile" 2440 16 48 2012 12
"3028" "Firefox" "desktop" 1728 50 96 2012 12
"3029" "Internet Explorer" "desktop" 1089 25 46 2012 12
"3030" "Safari (in-app)" "mobile" 1087 10 2 2012 12
"3031" "Edge" "desktop" 926 23 37 2012 12
"3032" "Internet Explorer" "mobile" 892 3 10 2012 12
"3033" "Android Webview" "mobile" 126 0 0 2012 12
"3034" "Internet Explorer" "tablet" 96 2 0 2012 12
"3035" "Android Webview" "tablet" 32 0 2 2012 12
"3036" "Samsung Internet" "tablet" 23 0 0 2012 12
"3037" "BlackBerry" "mobile" 9 0 0 2012 12
"3038" "DESKTOP" "desktop" 8 0 0 2012 12
"3039" "Amazon Silk" "mobile" 5 0 0 2012 12
"3040" "UC Browser" "mobile" 5 0 0 2012 12
"3041" "error" "desktop" 4 0 0 2012 12
"3042" "Mozilla Compatible Agent" "desktop" 4 0 0 2012 12
"3043" "Firefox" "tablet" 3 0 0 2012 12
"3044" "Opera" "mobile" 2 0 0 2012 12
"3045" "Coc Coc" "desktop" 1 0 0 2012 12
"3046" "Safari" "mobile" 12188 249 556 2012 12
"3047" "Safari" "tablet" 8109 201 286 2012 12
"3048" "Chrome" "desktop" 3537 73 170 2012 12
"3049" "Safari" "desktop" 2980 170 285 2012 12
"3050" "Chrome" "mobile" 2593 5 14 2012 12
"3051" "Chrome" "tablet" 572 22 25 2012 12
"3052" "Samsung Internet" "mobile" 243 0 0 2012 12
"3053" "Android Webview" "tablet" 55 0 0 2012 12
"3054" "Samsung Internet" "tablet" 47 1 0 2012 12
"3055" "Opera" "desktop" 27 0 0 2012 12
"3056" "BlackBerry" "mobile" 21 0 0 2012 12
"3057" "Firefox" "mobile" 13 0 0 2012 12
"3058" "Mozilla" "desktop" 4 0 0 2012 12
"3059" "Android Browser" "mobile" 2 0 0 2012 12
"3060" "error" "desktop" 2 0 0 2012 12
"3061" "Opera" "tablet" 1 0 0 2012 12
"3062" "SeaMonkey" "desktop" 1 0 0 2012 12
"3063" "Amazon Silk" "mobile" 0 0 0 2012 12
"3064" "Opera" "mobile" 0 0 0 2012 12
"3065" "Safari" "tablet" 30481 749 1429 2012 12
"3066" "Chrome" "desktop" 3380 50 90 2012 12
"3067" "Chrome" "mobile" 2130 17 33 2012 12
"3068" "Edge" "desktop" 780 11 22 2012 12
"3069" "Internet Explorer" "tablet" 405 13 0 2012 12
"3070" "Samsung Internet" "mobile" 347 2 2 2012 12
"3071" "Safari (in-app)" "tablet" 132 2 2 2012 12
"3072" "DESKTOP" "desktop" 27 0 0 2012 12
"3073" "Amazon Silk" "mobile" 20 0 0 2012 12
"3074" "Firefox" "mobile" 17 0 0 2012 12
"3075" "error" "desktop" 9 0 0 2012 12
"3076" "Android Browser" "mobile" 8 0 0 2012 12
